27,1142950030,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-27.json
45,185081460,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-45.json
43,15869050,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-43.json
23,336671760,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-23.json
22,483653630,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-22.json
9,835548250,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-9.json
12,9697724820,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-12.json
40,305386380,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-40.json
42,68585300,/home/komori3/dev/icfpc2023/data/solutions/k3_v05_anneal_after_volume_change/solution-42_sub=68585300.json
4,320678030,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-4.json
44,380206390,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-44.json
19,2723290,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-19.json
24,566690630,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-24.json
35,423513840,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-35.json
36,369528610,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-36.json
34,351383190,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-34.json
33,161786150,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-33.json
20,1470050,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-20.json
25,2262135940,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-25.json
26,1281444440,/home/komori3/dev/icfpc2023/data/solutions/k3_v06_anneal_swap_two_musicians/solution-26_sub=1281444440.json
41,155306770,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-41.json
3,638925590,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-3.json
17,4705720,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-17.json
21,443980,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-21.json
39,267580930,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-39.json
51,41020450,/home/komori3/dev/icfpc2023/data/solutions/k3_v05_anneal_after_volume_change/solution-51_sub=41020450.json
48,110511270,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-48.json
16,22522290,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-16.json
53,191869260,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-53.json
54,34677830,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-54.json
50,105024830,/home/komori3/dev/icfpc2023/data/solutions/k3_v05_anneal_after_volume_change/solution-50_sub=105024830.json
10,268606180,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-10.json
46,41318070,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-46.json
49,41648750,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-49.json
47,17379310,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-47.json
7,762178960,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-7.json
15,446299600,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-15.json
13,756925910,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-13.json
5,453877970,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-5.json
55,8742320,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-55.json
14,25767580,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-14.json
52,72051730,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-52.json
18,17832750,/home/komori3/dev/icfpc2023/data/solutions/bests/solution-18.json
